_key,No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
71,71,GS,"The Goldman Sachs Group, Inc.",Financial,Capital Markets,USA,126.90B,6.86,374.84,-0.28%,"1,781,404"
72,72,SCHW,The Charles Schwab Corporation,Financial,Capital Markets,USA,125.85B,28.51,67.37,-0.98%,"3,518,601"
73,73,TGT,Target Corporation,Consumer Defensive,Discount Stores,USA,125.85B,21.09,258.36,-0.96%,"3,003,339"
74,74,MRNA,"Moderna, Inc.",Healthcare,Biotechnology,USA,122.32B,261.96,328.50,-2.19%,"17,172,249"
75,75,AMAT,"Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials,USA,122.18B,28.12,134.90,-2.59%,"6,288,286"
76,76,EL,The Estee Lauder Companies Inc.,Consumer Defensive,Household & Personal Products,USA,117.05B,87.92,329.78,-1.06%,"985,505"
77,77,ISRG,"Intuitive Surgical, Inc.",Healthcare,Medical Instruments & Supplies,USA,115.49B,72.85,975.08,0.93%,"354,339"
78,78,MMM,3M Company,Industrials,Specialty Industrial Machinery,USA,115.38B,20.46,200.47,-0.60%,"2,997,789"
79,79,CAT,Caterpillar Inc.,Industrials,Farm & Heavy Construction Machinery,USA,114.78B,34.36,209.90,-0.54%,"2,448,337"
80,80,GE,General Electric Company,Industrials,Specialty Industrial Machinery,USA,114.73B,-,13.08,1.24%,"119,003,664"
81,81,NOW,"ServiceNow, Inc.",Technology,Software - Application,USA,113.11B,772.27,582.29,-0.33%,"1,461,483"
82,82,AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,USA,109.48B,38.64,91.03,-0.86%,"67,840,192"
83,83,CVS,CVS Health Corporation,Healthcare,Healthcare Plans,USA,109.27B,14.87,83.64,0.93%,"4,297,313"
84,84,DE,Deere & Company,Industrials,Farm & Heavy Construction Machinery,USA,109.23B,24.37,353.52,-0.55%,"982,531"
85,85,LMT,Lockheed Martin Corporation,Industrials,Aerospace & Defense,USA,103.92B,15.00,374.73,1.81%,"1,458,527"
86,86,SYK,Stryker Corporation,Healthcare,Medical Devices,USA,99.73B,72.64,268.35,1.83%,"1,404,899"
87,87,SPGI,S&P Global Inc.,Financial,Financial Data & Stock Exchanges,USA,99.47B,40.62,412.79,-0.15%,"1,822,135"
88,88,PLD,"Prologis, Inc.",Real Estate,REIT - Industrial,USA,95.03B,62.26,129.19,0.95%,"1,586,636"
89,89,ZTS,Zoetis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,USA,94.40B,54.43,201.87,0.52%,"1,614,673"
90,90,ANTM,"Anthem, Inc.",Healthcare,Healthcare Plans,USA,93.78B,22.48,382.63,1.09%,"908,589"
91,91,BKNG,Booking Holdings Inc.,Consumer Cyclical,Travel Services,USA,91.87B,132.86,2246.19,0.69%,"308,783"
92,92,FIS,"Fidelity National Information Services, Inc.",Technology,Information Technology Services,USA,91.84B,-,150.86,1.64%,"3,071,625"
93,93,MDLZ,"Mondelez International, Inc.",Consumer Defensive,Confectioners,USA,90.15B,24.76,65.23,0.60%,"6,870,057"
94,94,LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,USA,88.19B,26.29,622.59,-2.78%,"1,478,734"
95,95,MO,"Altria Group, Inc.",Consumer Defensive,Tobacco,USA,87.51B,20.41,47.79,0.38%,"4,980,134"
96,96,ADP,"Automatic Data Processing, Inc.",Industrials,Staffing & Employment Services,USA,87.26B,36.17,207.89,0.79%,"2,069,658"
97,97,GILD,"Gilead Sciences, Inc.",Healthcare,Drug Manufacturers - General,USA,85.99B,334.61,68.93,0.26%,"5,790,270"
98,98,USB,U.S. Bancorp,Financial,Banks - Regional,USA,83.78B,12.03,56.15,-0.05%,"4,305,623"
99,99,CCI,Crown Castle International Corp. (REIT),Real Estate,REIT - Specialty,USA,83.47B,74.86,194.56,1.21%,"1,402,018"
100,100,MU,"Micron Technology, Inc.",Technology,Semiconductors,USA,83.10B,20.49,74.22,-2.73%,"23,786,890"
101,101,HCA,"HCA Healthcare, Inc.",Healthcare,Medical Care Facilities,USA,82.89B,16.99,247.69,0.79%,"1,543,069"
102,102,TJX,"The TJX Companies, Inc.",Consumer Cyclical,Apparel Retail,USA,81.48B,55.65,68.45,-0.39%,"3,770,815"
103,103,GM,General Motors Company,Consumer Cyclical,Auto Manufacturers,USA,80.80B,8.89,55.00,-1.38%,"13,340,729"
104,104,DUK,Duke Energy Corporation,Utilities,Utilities - Regulated Electric,USA,80.60B,61.27,106.36,1.70%,"2,034,869"
105,105,CI,Cigna Corporation,Healthcare,Healthcare Plans,USA,78.32B,9.84,228.88,0.19%,"3,117,139"
106,106,COP,ConocoPhillips,Energy,Oil & Gas E&P,USA,77.84B,-,56.33,-0.95%,"7,025,001"
107,107,PNC,"The PNC Financial Services Group, Inc.",Financial,Banks - Regional,USA,77.73B,20.75,184.27,-0.14%,"886,697"
108,108,CB,Chubb Limited,Financial,Insurance - Property & Casualty,Switzerland,76.30B,13.75,169.32,0.70%,"1,695,843"
109,109,FDX,FedEx Corporation,Industrials,Integrated Freight & Logistics,USA,75.45B,15.34,282.63,-5.00%,"4,791,996"
110,110,SHW,The Sherwin-Williams Company,Basic Materials,Specialty Chemicals,USA,75.34B,37.27,287.72,0.78%,"1,703,677"
111,111,FISV,"Fiserv, Inc.",Technology,Information Technology Services,USA,75.27B,89.73,114.68,2.99%,"8,201,586"
112,112,CME,CME Group Inc.,Financial,Financial Data & Stock Exchanges,USA,75.19B,39.72,211.92,0.71%,"1,057,969"
113,113,EQIX,"Equinix, Inc. (REIT)",Real Estate,REIT - Specialty,USA,74.27B,184.25,841.83,1.49%,"390,925"
114,114,COF,Capital One Financial Corporation,Financial,Credit Services,USA,74.00B,6.49,162.54,0.12%,"2,150,743"
115,115,MMC,"Marsh & McLennan Companies, Inc.",Financial,Insurance Brokers,USA,73.98B,30.21,146.71,-0.63%,"3,462,570"
116,116,TFC,Truist Financial Corporation,Financial,Banks - Regional,USA,73.72B,14.37,54.95,0.09%,"5,216,972"
117,117,BDX,"Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,USA,73.56B,45.33,254.69,2.11%,"909,653"
118,118,CSX,CSX Corporation,Industrials,Railroads,USA,73.26B,21.95,32.38,-1.55%,"8,996,465"
119,119,ITW,Illinois Tool Works Inc.,Industrials,Specialty Industrial Machinery,USA,72.31B,32.70,227.73,0.32%,"848,976"
120,120,MCO,Moody's Corporation,Financial,Financial Data & Stock Exchanges,USA,71.20B,35.53,380.97,0.31%,"618,525"
121,121,CL,Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products,USA,69.79B,27.05,83.95,-0.17%,"4,116,916"
122,122,ILMN,"Illumina, Inc.",Healthcare,Diagnostics & Research,USA,69.70B,114.04,486.25,-1.07%,"517,455"
123,123,ICE,"Intercontinental Exchange, Inc.",Financial,Financial Data & Stock Exchanges,USA,67.57B,32.40,121.05,0.51%,"1,933,716"
124,124,SO,The Southern Company,Utilities,Utilities - Regulated Electric,USA,67.38B,20.30,64.54,1.27%,"5,819,061"
125,125,ADSK,"Autodesk, Inc.",Technology,Software - Application,USA,66.92B,52.77,308.25,-1.71%,"1,036,692"
126,126,EW,Edwards Lifesciences Corporation,Healthcare,Medical Devices,USA,66.86B,82.20,109.90,0.93%,"1,768,641"
127,127,NSC,Norfolk Southern Corporation,Industrials,Railroads,USA,65.44B,29.08,262.93,-0.89%,"976,864"
128,128,ATVI,"Activision Blizzard, Inc.",Communication Services,Electronic Gaming & Multimedia,USA,64.57B,28.35,84.05,-6.76%,"23,097,806"
129,129,BSX,Boston Scientific Corporation,Healthcare,Medical Devices,USA,63.83B,327.41,45.51,3.50%,"14,077,048"
130,130,APD,"Air Products and Chemicals, Inc.",Basic Materials,Chemicals,USA,63.53B,34.22,288.90,-0.08%,"674,752"
131,131,ECL,Ecolab Inc.,Basic Materials,Specialty Chemicals,USA,62.28B,73.04,220.80,0.76%,"1,522,117"
132,132,ETN,Eaton Corporation plc,Industrials,Specialty Industrial Machinery,Ireland,61.95B,43.83,156.14,0.07%,"1,317,957"
133,133,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,61.95B,16.44,581.01,0.56%,"468,270"
134,134,WM,"Waste Management, Inc.",Industrials,Waste Management,USA,61.43B,40.21,146.96,0.18%,"1,875,159"
135,135,D,"Dominion Energy, Inc.",Utilities,Utilities - Diversified,USA,61.20B,23.74,76.83,2.32%,"3,183,210"
136,136,ADI,"Analog Devices, Inc.",Technology,Semiconductors,USA,59.41B,38.80,162.59,-0.80%,"4,024,148"
137,137,HUM,Humana Inc.,Healthcare,Healthcare Plans,USA,59.35B,16.63,467.50,0.04%,"618,711"
138,138,AON,Aon plc,Financial,Insurance Brokers,Ireland,58.58B,28.38,259.58,3.19%,"7,185,811"
139,139,EMR,Emerson Electric Co.,Industrials,Specialty Industrial Machinery,USA,58.35B,27.80,98.34,0.00%,"1,515,943"
140,140,NOC,Northrop Grumman Corporation,Industrials,Aerospace & Defense,USA,57.97B,13.27,362.20,1.10%,"568,941"
141,141,IDXX,"IDEXX Laboratories, Inc.",Healthcare,Diagnostics & Research,USA,57.68B,88.41,686.95,0.19%,"271,266"
142,142,GPN,Global Payments Inc.,Industrials,Specialty Business Services,USA,56.31B,90.55,192.70,0.83%,"1,705,532"
143,143,PGR,The Progressive Corporation,Financial,Insurance - Property & Casualty,USA,55.32B,10.32,95.88,1.31%,"2,208,470"
144,144,GD,General Dynamics Corporation,Industrials,Aerospace & Defense,USA,54.47B,17.56,194.05,1.11%,"1,255,240"
145,145,F,Ford Motor Company,Consumer Cyclical,Auto Manufacturers,USA,54.42B,13.97,13.79,-1.71%,"41,672,175"
146,146,PSA,Public Storage,Real Estate,REIT - Industrial,USA,54.13B,46.84,313.90,0.08%,"696,823"
147,147,DG,Dollar General Corporation,Consumer Defensive,Discount Stores,USA,53.58B,21.18,230.15,0.08%,"875,111"
148,148,NXPI,NXP Semiconductors N.V.,Technology,Semiconductors,Netherlands,53.01B,134.71,194.25,-1.97%,"2,008,635"
149,149,TWTR,"Twitter, Inc.",Communication Services,Internet Content & Information,USA,52.92B,145.69,68.33,-0.52%,"16,802,083"
150,150,FCX,Freeport-McMoRan Inc.,Basic Materials,Copper,USA,52.68B,91.33,36.35,-0.82%,"17,878,674"
151,151,ROP,"Roper Technologies, Inc.",Industrials,Specialty Industrial Machinery,USA,51.39B,52.31,493.32,0.72%,"606,659"
152,152,VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,Biotechnology,USA,51.34B,19.30,202.85,1.97%,"1,817,600"
153,153,CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,Restaurants,USA,50.74B,89.30,1835.12,1.56%,"258,234"
154,154,MET,"MetLife, Inc.",Financial,Insurance - Life,USA,50.70B,46.98,57.74,-0.53%,"3,631,881"
155,155,BIIB,Biogen Inc.,Healthcare,Drug Manufacturers - General,USA,50.43B,17.52,333.96,0.61%,"925,564"
156,156,JCI,Johnson Controls International plc,Industrials,Engineering & Construction,Ireland,50.18B,55.33,70.77,0.18%,"2,806,793"
157,157,NEM,Newmont Corporation,Basic Materials,Gold,USA,49.21B,19.01,61.32,1.54%,"4,141,515"
158,158,MNST,Monster Beverage Corporation,Consumer Defensive,Beverages - Non-Alcoholic,USA,48.78B,35.12,95.18,-0.85%,"3,223,598"
159,159,ALGN,"Align Technology, Inc.",Healthcare,Medical Devices,USA,48.70B,108.77,625.51,-1.58%,"485,098"
160,160,EBAY,eBay Inc.,Consumer Cyclical,Internet Retail,USA,48.26B,18.83,72.29,-1.32%,"8,122,228"
161,161,MSCI,MSCI Inc.,Financial,Financial Data & Stock Exchanges,USA,47.78B,76.05,584.21,1.44%,"325,670"
162,162,KHC,The Kraft Heinz Company,Consumer Defensive,Packaged Foods,USA,47.52B,110.31,39.27,-0.63%,"3,478,897"
163,163,TT,Trane Technologies plc,Industrials,Specialty Industrial Machinery,Ireland,47.35B,42.06,200.77,0.51%,"931,444"
164,164,DOW,Dow Inc.,Basic Materials,Chemicals,USA,46.56B,11.35,61.95,-0.10%,"3,510,033"
165,165,LHX,"L3Harris Technologies, Inc.",Industrials,Aerospace & Defense,USA,46.52B,35.38,228.08,0.92%,"494,147"
166,166,MAR,"Marriott International, Inc.",Consumer Cyclical,Lodging,USA,46.48B,-,143.45,0.67%,"1,659,443"
167,167,KLAC,KLA Corporation,Technology,Semiconductor Equipment & Materials,USA,46.42B,25.93,309.00,-3.02%,"1,072,286"
168,168,IQV,IQVIA Holdings Inc.,Healthcare,Diagnostics & Research,USA,45.83B,116.08,243.18,-1.66%,"1,552,469"
169,169,KMB,Kimberly-Clark Corporation,Consumer Defensive,Household & Personal Products,USA,45.74B,20.45,136.25,0.85%,"2,072,197"
170,170,TROW,"T. Rowe Price Group, Inc.",Financial,Asset Management,USA,45.70B,17.27,203.39,-1.38%,"881,641"
171,171,EXC,Exelon Corporation,Utilities,Utilities - Diversified,USA,45.66B,42.29,47.24,1.79%,"3,585,528"
172,172,TEL,TE Connectivity Ltd.,Technology,Electronic Components,Switzerland,45.33B,43.63,137.65,-0.73%,"1,728,959"
173,173,INFO,IHS Markit Ltd.,Industrials,Consulting Services,United Kingdom,45.20B,72.94,113.28,-0.58%,"2,945,505"
174,174,A,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,USA,44.90B,50.23,149.95,-0.20%,"2,079,084"
175,175,CARR,Carrier Global Corporation,Industrials,Building Products & Equipment,USA,44.20B,20.27,51.96,0.87%,"4,056,146"
176,176,AEP,"American Electric Power Company, Inc.",Utilities,Utilities - Regulated Electric,USA,44.10B,19.94,89.39,1.95%,"3,528,027"
177,177,BK,The Bank of New York Mellon Corporation,Financial,Asset Management,USA,43.82B,13.40,50.19,-0.12%,"6,000,852"
178,178,DLR,"Digital Realty Trust, Inc.",Real Estate,REIT - Office,USA,43.50B,101.03,155.38,1.04%,"814,532"
179,179,FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,USA,43.49B,91.82,271.14,-0.44%,"731,871"
180,180,ROST,"Ross Stores, Inc.",Consumer Cyclical,Apparel Retail,USA,43.27B,50.03,121.63,-0.62%,"2,138,697"
181,181,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,43.14B,734.65,72.73,-1.94%,"4,967,538"
182,182,STZ,"Constellation Brands, Inc.",Consumer Defensive,Beverages - Wineries & Distilleries,USA,43.14B,43.01,226.36,0.68%,"1,176,159"
183,183,DXCM,"DexCom, Inc.",Healthcare,Diagnostics & Research,USA,42.45B,86.51,448.58,-0.88%,"476,198"
184,184,SNPS,"Synopsys, Inc.",Technology,Software - Infrastructure,USA,42.38B,54.60,281.16,-0.96%,"523,617"
185,185,ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,Specialty Retail,USA,42.19B,23.14,616.47,-0.50%,"351,085"
186,186,APTV,Aptiv PLC,Consumer Cyclical,Auto Parts,Ireland,42.18B,96.24,158.90,-0.53%,"879,504"
187,187,SPG,"Simon Property Group, Inc.",Real Estate,REIT - Retail,USA,41.67B,35.73,125.87,-0.91%,"1,940,799"
188,188,APH,Amphenol Corporation,Technology,Electronic Components,USA,41.49B,33.73,70.39,-0.49%,"2,816,058"
189,189,SRE,Sempra Energy,Utilities,Utilities - Diversified,USA,41.28B,18.78,132.63,1.48%,"1,219,515"
190,190,BAX,Baxter International Inc.,Healthcare,Medical Instruments & Supplies,USA,40.97B,39.65,82.11,1.66%,"2,300,587"
191,191,AIG,"American International Group, Inc.",Financial,Insurance - Diversified,USA,40.91B,-,47.42,-0.61%,"2,331,127"
192,192,CNC,Centene Corporation,Healthcare,Healthcare Plans,USA,40.89B,16.84,70.47,-3.03%,"6,664,311"
193,193,WBA,"Walgreens Boots Alliance, Inc.",Healthcare,Pharmaceutical Retailers,USA,40.46B,20.22,46.82,-0.91%,"5,071,289"
194,194,KMI,"Kinder Morgan, Inc.",Energy,Oil & Gas Midstream,USA,40.43B,377.66,17.75,-0.45%,"12,348,988"
195,195,CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,40.41B,40.94,388.86,0.02%,"333,722"
196,196,PAYX,"Paychex, Inc.",Industrials,Staffing & Employment Services,USA,40.26B,37.37,113.22,0.48%,"1,225,515"
197,197,SLB,Schlumberger Limited,Energy,Oil & Gas Equipment & Services,USA,40.19B,-,29.18,-0.95%,"9,306,540"
198,198,EA,Electronic Arts Inc.,Communication Services,Electronic Gaming & Multimedia,USA,39.80B,49.56,141.93,-2.29%,"2,108,731"
199,199,PRU,"Prudential Financial, Inc.",Financial,Insurance - Life,USA,39.59B,15.09,100.53,-0.21%,"1,370,177"
200,200,DD,"DuPont de Nemours, Inc.",Basic Materials,Chemicals,USA,39.50B,-,74.00,-0.87%,"2,345,534"
201,201,PH,Parker-Hannifin Corporation,Industrials,Specialty Industrial Machinery,USA,39.41B,26.31,309.18,-0.02%,"515,118"
202,202,CDNS,"Cadence Design Systems, Inc.",Technology,Software - Application,USA,39.14B,61.33,143.27,-1.17%,"1,491,146"
203,203,ALL,The Allstate Corporation,Financial,Insurance - Property & Casualty,USA,38.90B,5.53,131.45,0.73%,"713,086"
204,204,PPG,"PPG Industries, Inc.",Basic Materials,Specialty Chemicals,USA,38.61B,25.90,165.14,0.12%,"1,733,878"
205,205,DFS,Discover Financial Services,Financial,Credit Services,USA,38.25B,7.96,124.50,-0.19%,"1,260,979"
206,206,RMD,ResMed Inc.,Healthcare,Medical Instruments & Supplies,USA,38.12B,84.58,264.24,1.73%,"502,796"
207,207,OTIS,Otis Worldwide Corporation,Industrials,Specialty Industrial Machinery,USA,37.35B,36.56,88.22,-0.94%,"1,696,117"
208,208,MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment,USA,37.34B,38.59,221.65,-0.46%,"499,526"
209,209,TRV,"The Travelers Companies, Inc.",Financial,Insurance - Property & Casualty,USA,37.24B,10.06,149.38,0.38%,"857,101"
210,210,SYY,Sysco Corporation,Consumer Defensive,Food Distribution,USA,37.18B,-,73.59,0.37%,"1,994,717"
211,211,MCHP,Microchip Technology Incorporated,Technology,Semiconductors,USA,37.03B,104.74,135.95,-2.47%,"2,015,336"
212,212,SBAC,SBA Communications Corporation,Real Estate,REIT - Specialty,USA,36.94B,287.59,340.79,0.77%,"383,296"
213,213,XEL,Xcel Energy Inc.,Utilities,Utilities - Regulated Electric,USA,36.82B,23.94,69.46,1.68%,"2,431,814"
214,214,RSG,"Republic Services, Inc.",Industrials,Waste Management,USA,36.71B,36.51,116.11,0.25%,"886,399"
215,215,WELL,Welltower Inc.,Real Estate,REIT - Healthcare Facilities,USA,36.68B,-,88.27,0.76%,"1,624,918"
216,216,HSY,The Hershey Company,Consumer Defensive,Confectioners,USA,36.62B,26.70,179.24,0.70%,"897,555"
